pk_sighting_id,total_mantas,linked_manta_count,sighting_date,island,sitelocation,photographer,population,is_mprf
"10424","1","0","2010-03-31","Big Island","Keauhou","Angel Wannemacher","Big Island","true"
"10429","2","0","2010-04-01","Big Island","Keauhou","Joshua Lambus","Big Island","true"
"10432","2","0","2010-04-01","Big Island","Keauhou","Angel Wannemacher","Big Island","true"
"10435","1","0","2010-04-02","Big Island","Keauhou","Angel Wannemacher","Big Island","true"
"10445","1","0","2010-04-05","Big Island","Keauhou","Angel Wannemacher","Big Island","true"
"10448","3","0","2010-04-06","Big Island","Keauhou","Angel Wannemacher","Big Island","true"
"10449","1","0","2010-04-07","Big Island","Garden Eel Cove","Jeff Leicher","Big Island","true"
"10451","12","0","2010-04-07","Big Island","Garden Eel Cove","Jeff Leicher","Big Island","true"
"10459","1","0","2010-04-10","Big Island","Keauhou","Angel Wannemacher","Big Island","true"
"10464","1","0","2010-04-11","Big Island","Keauhou","Angel Wannemacher","Big Island","true"
"10469","1","0","2010-04-13","Big Island","Keauhou","Angel Wannemacher","Big Island","true"
"10473","1","0","2010-04-15","Big Island","Keauhou","Angel Wannemacher","Big Island","true"
"10476","1","0","2010-04-16","Big Island","Keauhou","Angel Wannemacher","Big Island","true"
"10479","2","0","2010-04-17","Big Island","Keauhou","Angel Wannemacher","Big Island","true"
"10849","3","0","2010-11-22","Big Island","Garden Eel Cove","Luke Mason","Big Island","true"
"10490","1","0","2010-04-23","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"10497","2","0","2010-04-26","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"10519","1","0","2010-05-05","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"10521","3","0","2010-05-06","Big Island","Garden Eel Cove","JDL Staff","Big Island","true"
"10544","3","0","2010-05-17","Big Island","Pinetree (Pyramid) Pinnacles","Luke Mason","Big Island","true"
"10547","2","0","2010-05-17","Big Island","Keauhou","Joshua Lambus","Big Island","true"
"10551","1","0","2010-05-19","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"10552","5","0","2010-05-19","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"10565","1","0","2010-05-25","Big Island","Garden Eel Cove","Rich Osada","Big Island","true"
"10567","1","0","2010-05-25","Big Island","Garden Eel Cove","John Hodson","Big Island","true"
"10569","6","0","2010-05-26","Big Island","Garden Eel Cove","Jeff Leicher","Big Island","true"
"10570","3","0","2010-05-27","Big Island","Garden Eel Cove","Timothy Ewing","Big Island","true"
"10571","3","0","2010-05-27","Big Island","Garden Eel Cove","Timothy Ewing","Big Island","true"
"10900","1","0","2010-12-06","Big Island","Keauhou","Keller Laros","Big Island","true"
"10586","2","0","2010-06-05","Big Island","Keahole Wash Rock","Matt Bogdanovitch","Big Island","true"
"10587","4","0","2010-06-05","Big Island","Hoovers","Matt Bogdanovitch","Big Island","true"
"10592","1","0","2010-06-08","Big Island","Vitos Reef","Keller Laros","Big Island","true"
"10597","2","0","2010-06-10","Big Island","Garden Eel Cove","John Hodson","Big Island","true"
"10598","8","0","2010-06-10","Big Island","Keauhou","JDL Staff","Big Island","true"
"10602","8","0","2010-06-15","Big Island","Garden Eel Cove","David Maddox","Big Island","true"
"10603","4","0","2010-06-17","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"10610","1","0","2010-06-20","Big Island","Kua Bay","Jim Struhsaker","Big Island","true"
"10608","4","0","2010-06-20","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"10613","4","0","2010-06-22","Big Island","Garden Eel Cove","Bo Pardau","Big Island","true"
"10625","2","0","2010-06-29","Big Island","Garden Eel Cove","Bo Pardau","Big Island","true"
"10631","2","0","2010-07-04","Big Island","Garden Eel Cove","Steve Nace","Big Island","true"
"10636","5","0","2010-07-07","Big Island","Garden Eel Cove","Katie Key","Big Island","true"
"9426","1","0","2017-12-16","Big Island","Keauhou","Alexandra Shlitter","Big Island","true"
"8122","3","0","2022-06-21","Big Island","Garden Eel Cove","Ron Jourden","Big Island","true"
"10656","2","0","2010-07-18","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"10664","2","0","2010-07-21","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"10673","1","0","2010-07-24","Big Island","White Rock Pier","Adam Gosse","Big Island","true"
"10678","3","0","2010-07-27","Big Island","Garden Eel Cove","Bo Pardau","Big Island","true"
"10692","7","0","2010-08-04","Big Island","Garden Eel Cove","Jeff Leicher","Big Island","true"
"10710","1","0","2010-08-15","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"10714","5","0","2010-08-17","Big Island","Garden Eel Cove","Bo Pardau","Big Island","true"
"10718","3","0","2010-08-19","Big Island","Garden Eel Cove","Bo Pardau","Big Island","true"
"10725","3","0","2010-08-26","Big Island","Garden Eel Cove","Bo Pardau","Big Island","true"
"11270","1","0","2019-04-10","Big Island","Garden Eel Cove","JDL Staff","Big Island","true"
"9856","1","0","2011-02-22","Big Island","Garden Eel Cove","Terri Schwenzer","Big Island","true"
"10744","1","0","2010-09-05","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"10751","5","0","2010-09-08","Big Island","Garden Eel Cove","Steve Nace","Big Island","true"
"10758","3","0","2010-09-11","Big Island","Makako Bay","Timothy Ewing","Big Island","true"
"10768","2","0","2010-09-16","Big Island","Keauhou","JDL Staff","Big Island","true"
"10777","2","0","2010-09-21","Big Island","Garden Eel Cove","Bo Pardau","Big Island","true"
"7738","1","0","2021-12-30","Big Island","Garden Eel Cove","Holly Bunnell","Big Island","true"
"10817","5","0","2010-10-22","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"10823","4","0","2010-10-28","Big Island","Garden Eel Cove","Bo Pardau","Big Island","true"
"10835","1","0","2010-11-06","Big Island","Garden Eel Cove","Matt Bogdanovitch","Big Island","true"
"9925","1","0","2011-04-18","Big Island","Keauhou","Katie Key","Big Island","true"
"10840","4","0","2010-11-10","Big Island","Keauhou","Jeff Leicher","Big Island","true"
"10852","1","0","2010-11-26","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"10844","4","0","2010-11-18","Big Island","Garden Eel Cove","Luke Mason","Big Island","true"
"10848","9","0","2010-11-22","Big Island","Garden Eel Cove","Katie Key","Big Island","true"
"10867","2","0","2010-12-06","Big Island","Garden Eel Cove","Nancy Sweatt","Big Island","true"
"10870","2","0","2010-12-06","Big Island","Keauhou","Aaron Philips","Big Island","true"
"10886","1","0","2010-12-21","Big Island","Garden Eel Cove","Bo Pardau","Big Island","true"
"9944","17","0","2011-05-05","Big Island","Garden Eel Cove","Luke Mason","Big Island","true"
"9813","2","0","2011-01-05","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"9814","1","0","2011-01-07","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"9953","28","0","2011-05-11","Big Island","Garden Eel Cove","Janine Maira","Big Island","true"
"7784","1","0","2022-01-01","Big Island","Garden Eel Cove","Kaitlyn McQueeney","Big Island","true"
"9829","1","0","2011-01-19","Big Island","Makako Bay","Rich Osada","Big Island","true"
"9830","6","0","2011-01-19","Big Island","Makalawena","Rich Osada","Big Island","true"
"9839","3","0","2011-02-02","Big Island","Keauhou","Keller Laros","Big Island","true"
"9956","35","0","2011-05-12","Big Island","Garden Eel Cove","Luke Mason","Big Island","true"
"9962","1","0","2011-05-16","Big Island","Garden Eel Cove","Luke Mason","Big Island","true"
"9859","1","0","2011-02-24","Big Island","Kapa'a","Sara Fuller","Big Island","true"
"9860","9","0","2011-02-28","Big Island","Garden Eel Cove","Luke Mason","Big Island","true"
"9974","9","0","2011-05-29","Big Island","Garden Eel Cove","John Hodson","Big Island","true"
"9885","4","0","2011-03-22","Big Island","Garden Eel Cove","Luke Mason","Big Island","true"
"9993","5","0","2011-06-15","Big Island","Keauhou","Brandi Mueller","Big Island","true"
"10260","1","0","2011-06-20","Big Island","Pu'Ukala Point","Blade Shepherd-Jones","Big Island","true"
"9930","1","0","2011-04-25","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"10019","2","0","2011-07-05","Big Island","Garden Eel Cove","Bo Pardau","Big Island","true"
"9939","1","0","2011-05-04","Big Island","Garden Eel Cove","Michael Hazard","Big Island","true"
"9941","1","0","2011-05-05","Big Island","Garden Eel Cove","Michael Hazard","Big Island","true"
"9949","2","0","2011-05-10","Big Island","Garden Eel Cove","Bo Pardau","Big Island","true"
"9951","5","0","2011-05-11","Big Island","Garden Eel Cove","Michael Hazard","Big Island","true"
"10029","1","0","2011-07-14","Big Island","Keauhou","Dane Knezek","Big Island","true"
"10258","1","0","2011-07-18","Big Island","Keauhou","Jim Wing","Big Island","true"
"10037","3","0","2011-07-20","Big Island","Garden Eel Cove","Michael Hazard","Big Island","true"
"10038","3","0","2011-07-20","Big Island","Garden Eel Cove","Michael Hazard","Big Island","true"
"9968","9","0","2011-05-21","Big Island","Garden Eel Cove","Glenn Anderson","Big Island","true"
"9971","2","0","2011-05-24","Big Island","Garden Eel Cove","Bo Pardau","Big Island","true"
"10048","7","0","2011-07-25","Big Island","Garden Eel Cove","Luke Mason","Big Island","true"
"9983","1","0","2011-06-05","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"9985","7","0","2011-06-08","Big Island","Sand Chute","Michael Mayne","Big Island","true"
"9986","1","0","2011-06-10","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"9997","2","0","2011-06-19","Big Island","Garden Eel Cove","Michael Hazard","Big Island","true"
"10005","2","0","2011-06-24","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"10007","1","0","2011-06-26","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"10061","1","0","2011-08-14","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"10011","1","0","2011-07-02","Big Island","Honokohau Outside","Steve Frisbie","Big Island","true"
"10012","2","0","2011-07-03","Big Island","Honokohau Outside","Frank Heller","Big Island","true"
"10074","1","0","2011-08-21","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"10082","4","0","2011-08-25","Big Island","Garden Eel Cove","Luke Mason","Big Island","true"
"10039","4","0","2011-07-21","Big Island","Garden Eel Cove","Michael Hazard","Big Island","true"
"10040","15","0","2011-07-21","Big Island","Garden Eel Cove","Michael Hazard","Big Island","true"
"10251","2","0","2011-09-09","Big Island","Garden Eel Cove","Bo Pardau","Big Island","true"
"8348","6","0","2022-07-24","Big Island","Garden Eel Cove","Kevin Hipp","Big Island","true"
"10068","4","0","2011-08-17","Big Island","Garden Eel Cove","Jeff Leicher","Big Island","true"
"10069","7","0","2011-08-17","Big Island","Garden Eel Cove","Jeff Leicher","Big Island","true"
"10077","1","0","2011-08-23","Big Island","Garden Eel Cove","Bo Pardau","Big Island","true"
"10091","2","0","2011-08-30","Big Island","Garden Eel Cove","Bo Pardau","Big Island","true"
"10095","1","0","2011-09-01","Big Island","Garden Eel Cove","Michael Hazard","Big Island","true"
"10098","2","0","2011-09-01","Big Island","Garden Eel Cove","Michael Hazard","Big Island","true"
"10101","2","0","2011-09-03","Big Island","Garden Eel Cove","Terri Schwenzer","Big Island","true"
"10107","3","0","2011-09-07","Big Island","Garden Eel Cove","Bo Pardau","Big Island","true"
"10113","5","0","2011-09-10","Big Island","Garden Eel Cove","Terri Schwenzer","Big Island","true"
"10115","3","0","2011-09-11","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"10124","3","0","2011-09-16","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"10128","1","0","2011-09-18","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"10255","1","0","2011-09-23","Big Island","Keahole Point","Jeffrey Milisen","Big Island","true"
"10133","2","0","2011-09-20","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"10256","1","0","2011-09-25","Big Island","Keahole Point","Jeffrey Milisen","Big Island","true"
"10141","1","0","2011-09-28","Big Island","Garden Eel Cove","Derya Akkaynak Yellin","Big Island","true"
"10149","3","0","2011-10-06","Big Island","Garden Eel Cove","Michael Hazard","Big Island","true"
"10151","3","0","2011-10-11","Big Island","Garden Eel Cove","Bo Pardau","Big Island","true"
"10168","3","0","2011-10-26","Big Island","Garden Eel Cove","Bo Pardau","Big Island","true"
"10167","8","0","2011-10-26","Big Island","Garden Eel Cove","Michael Hazard","Big Island","true"
"10182","1","0","2011-11-16","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"10189","1","0","2011-11-22","Big Island","Garden Eel Cove","Bo Pardau","Big Island","true"
"10201","8","0","2011-11-30","Big Island","Keauhou","Michael Hazard","Big Island","true"
"10202","6","0","2011-12-01","Big Island","Keauhou","Michael Hazard","Big Island","true"
"10227","1","0","2011-12-14","Big Island","Rabbis Reef","Vicky Newman","Big Island","true"
"10248","1","0","2011-10-31","Big Island","Garden Eel Cove","Jerry Busheff","Big Island","true"
"10245","2","0","2011-12-27","Big Island","Garden Eel Cove","Michael Hazard","Big Island","true"
"10247","15","0","2011-12-27","Big Island","Garden Eel Cove","Katie Key","Big Island","true"
"10181","1","0","2011-11-14","Big Island","Keauhou","Katie Key","Big Island","true"
"8905","3","0","2012-01-04","Big Island","Keauhou","Jeff Leicher","Big Island","true"
"8908","2","0","2012-01-08","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"8912","5","0","2012-01-10","Big Island","Garden Eel Cove","Bo Pardau","Big Island","true"
"8914","2","0","2012-01-12","Big Island","Garden Eel Cove","Michael Hazard","Big Island","true"
"8916","8","0","2012-01-12","Big Island","Garden Eel Cove","Michael Hazard","Big Island","true"
"8917","5","0","2012-01-14","Big Island","Garden Eel Cove","Jonathan Davis","Big Island","true"
"8919","1","0","2012-01-15","Big Island","Between Honokohau Harbor & Lili'uokalani","Trevor Hartwell","Big Island","true"
"10200","8","0","2011-11-29","Big Island","Keauhou","Katie Key","Big Island","true"
"8922","2","0","2012-01-17","Big Island","Garden Eel Cove","Jonathan Davis","Big Island","true"
"8924","1","0","2012-01-19","Big Island","Golden Arches","Adam Clark","Big Island","true"
"10213","1","0","2011-12-06","Big Island","Garden Eel Cove","Bo Pardau","Big Island","true"
"8940","2","0","2012-02-10","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"8949","3","0","2012-02-15","Big Island","Garden Eel Cove","Michael Hazard","Big Island","true"
"8950","9","0","2012-02-15","Big Island","Garden Eel Cove","Michael Hazard","Big Island","true"
"8951","8","0","2012-02-16","Big Island","Garden Eel Cove","Michael Hazard","Big Island","true"
"9702","2","0","2012-02-17","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"9787","4","0","2016-08-20","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"8957","3","0","2012-02-22","Big Island","Garden Eel Cove","Michael Hazard","Big Island","true"
"8967","3","0","2012-03-05","Big Island","Garden Eel Cove","Frank W. Hendricks","Big Island","true"
"10242","16","0","2011-12-21","Big Island","Garden Eel Cove","Katie Key","Big Island","true"
"8974","3","0","2012-03-12","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"6549","13","0","2016-11-08","Big Island","Garden Eel Cove","Lindsay Price-Friend","Big Island","true"
"8989","8","0","2012-03-24","Big Island","Garden Eel Cove","Jonathan Davis","Big Island","true"
"7799","8","0","2017-03-02","Big Island","Garden Eel Cove","Zach Follis","Big Island","true"
"9006","8","0","2012-04-03","Big Island","Garden Eel Cove","Jonathan Davis","Big Island","true"
"9008","5","0","2012-04-05","Big Island","Garden Eel Cove","Jonathan Davis","Big Island","true"
"9013","2","0","2012-04-07","Big Island","Garden Eel Cove","Jonathan Davis","Big Island","true"
"9015","13","0","2012-04-09","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"9020","3","0","2012-04-12","Big Island","Garden Eel Cove","Bo Pardau","Big Island","true"
"9023","5","0","2012-04-13","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"9025","18","0","2012-04-14","Big Island","Garden Eel Cove","Jonathan Davis","Big Island","true"
"9029","3","0","2012-04-17","Big Island","Garden Eel Cove","Bo Pardau","Big Island","true"
"8961","29","0","2012-02-24","Big Island","Garden Eel Cove","Jonathan Davis","Big Island","true"
"9048","9","0","2012-04-28","Big Island","Garden Eel Cove","Jonathan Davis","Big Island","true"
"8172","3","0","2017-04-09","Big Island","Keauhou","Alexandra Shlitter","Big Island","true"
"9067","3","0","2012-05-09","Big Island","Garden Eel Cove","Michael Hazard","Big Island","true"
"9068","10","0","2012-05-09","Big Island","Garden Eel Cove","Michael Hazard","Big Island","true"
"9090","2","0","2012-05-27","Big Island","Keauhou","Michael Vines","Big Island","true"
"9094","3","0","2012-05-31","Big Island","Garden Eel Cove","Michael Hazard","Big Island","true"
"9095","4","0","2012-05-31","Big Island","Garden Eel Cove","Michael Hazard","Big Island","true"
"9104","2","0","2012-06-04","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"9109","10","0","2012-06-06","Big Island","Garden Eel Cove","Michael Hazard","Big Island","true"
"10920","1","0","2018-05-04","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"8985","1","0","2012-03-21","Big Island","Honokohau Harbor","Paul Okumura","Big Island","true"
"9704","1","0","2012-03-21","Big Island","Honokohau","Paul Okumura","Big Island","true"
"9131","1","0","2012-06-19","Big Island","Garden Eel Cove","Jonathan Davis","Big Island","true"
"9134","1","0","2012-06-21","Big Island","Garden Eel Cove","Jonathan Davis","Big Island","true"
"9149","1","0","2012-06-28","Big Island","Garden Eel Cove","Janine Maira","Big Island","true"
"9155","1","0","2012-06-30","Big Island","Garden Eel Cove","Vicky Newman","Big Island","true"
"9156","3","0","2012-06-30","Big Island","Garden Eel Cove","Jonathan Davis","Big Island","true"
"9160","6","0","2012-07-03","Big Island","Garden Eel Cove","Jonathan Davis","Big Island","true"
"9164","4","0","2012-07-06","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"9186","1","0","2012-07-17","Big Island","Garden Eel Cove","Jonathan Davis","Big Island","true"
"9204","1","0","2012-07-29","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"9209","3","0","2012-07-30","Big Island","Keauhou","Keller Laros","Big Island","true"
"9210","1","0","2012-07-31","Big Island","Garden Eel Cove","Bo Pardau","Big Island","true"
"9211","1","0","2012-07-31","Big Island","Garden Eel Cove","Bo Pardau","Big Island","true"
"9215","1","0","2012-08-02","Big Island","Garden Eel Cove","Matt Bogdanovitch","Big Island","true"
"9230","1","0","2012-08-09","Big Island","Keauhou","Keller Laros","Big Island","true"
"11048","7","0","2018-08-09","Big Island","Keauhou","Joshua Medina","Big Island","true"
"9235","1","0","2012-08-11","Big Island","Garden Eel Cove","Jonathan Davis","Big Island","true"
"9241","5","0","2012-08-17","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"9707","12","0","2012-08-27","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"9709","8","0","2012-08-30","Big Island","Garden Eel Cove","Jonathan Davis","Big Island","true"
"9264","3","0","2012-09-02","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"7842","1","0","2022-01-28","Big Island","Mahukona","Todd Hackett","Big Island","true"
"9266","1","0","2012-09-04","Big Island","Garden Eel Cove","Jonathan Davis","Big Island","true"
"9276","3","0","2012-09-10","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"9334","1","0","2012-10-14","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"9713","3","0","2012-10-15","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"9480","5","0","2017-12-19","Big Island","Garden Eel Cove","Frank Heller","Big Island","true"
"9343","4","0","2012-10-21","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"9345","1","0","2012-10-25","Big Island","Garden Eel Cove","Jonathan Davis","Big Island","true"
"9357","1","0","2012-11-02","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"9371","1","0","2012-11-15","Big Island","Garden Eel Cove","Jonathan Davis","Big Island","true"
"9392","1","0","2012-12-06","Big Island","Garden Eel Cove","Jonathan Davis","Big Island","true"
"9410","8","0","2012-12-17","Big Island","Garden Eel Cove","JDL Staff","Big Island","true"
"8474","1","0","2013-01-04","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"6060","5","0","2019-08-01","Big Island","Garden Eel Cove","JDL Staff","Big Island","true"
"8477","1","0","2013-01-06","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"6637","3","0","2015-03-16","Big Island","Keauhou","Sari Ka","Big Island","true"
"9642","1","0","2013-01-07","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"7203","9","0","2021-01-30","Big Island","Keauhou","Andy Feifarek","Big Island","true"
"8217","2","0","2017-04-16","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"7793","3","0","2022-01-12","Big Island","Garden Eel Cove","Michael Hazard","Big Island","true"
"10402","1","0","2010-03-23","Big Island","Garden Eel Cove","Bo Pardau","Big Island","true"
"8480","1","0","2013-01-08","Big Island","Garden Eel Cove","Jonathan Davis","Big Island","true"
"8499","1","0","2013-01-29","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"8502","1","0","2013-02-02","Big Island","Garden Eel Cove","Jonathan Davis","Big Island","true"
"7487","2","0","2021-06-04","Big Island","Garden Eel Cove","JDL Staff","Big Island","true"
"8515","1","0","2013-02-17","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"8522","1","0","2013-02-22","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
