pk_sighting_id,total_mantas,linked_manta_count,sighting_date,island,sitelocation,photographer,population,is_mprf
"5066","","1","2018-06-09","Maui","Honolua Bay","Mark Deakos","Maui Nui","false"
"7266","13","10","2021-01-29","Big Island","Keauhou","@konareesa","Big Island","true"
"7653","12","17","2021-10-24","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"5855","","2","2023-05-21","Oahu","Kaneohe Bay","Mark Royer","Oahu","false"
"10554","4","3","2010-05-20","Big Island","Garden Eel Cove","John Hodson","Big Island","true"
"5885","","3","2023-07-26","Oahu","Electric Beach","Relaxing Tropics","Oahu","false"
"10210","4","3","2011-12-05","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"5015","","1","2018-01-26","Maui","Olowalu","Mark Deakos","Maui Nui","false"
"5061","","1","2018-04-15","Maui","Wailea point","Mark Deakos","Maui Nui","false"
"5013","","1","2018-01-24","Maui","Wailea point","Mark Deakos","Maui Nui","false"
"5078","","1","2018-07-01","Maui","Honolua Bay","Mark Deakos","Maui Nui","false"
"5079","","2","2018-07-02","Maui","Honolua Bay","Mark Deakos","Maui Nui","false"
"5028","","2","2018-01-31","Maui","Wailea point","Mark Deakos","Maui Nui","false"
"5492","","3","2019-11-08","Oahu","Kaneohe Bay","Julieene Aulwes","Oahu","false"
"7655","17","0","2021-10-24","Big Island","Garden Eel Cove","Ryan Ta","Big Island","true"
"5875","","2","2023-10-06","Oahu","Kaneohe Bay","Corey Nevels","Oahu","false"
"5780","","1","2022-11-27","Oahu","Kaneohe Bay","Mark Deakos","Oahu","false"
"5772","","1","2022-10-19","Oahu","Electric Beach","Jacob","Oahu","false"
"5149","","1","2019-06-29","Maui","Honolua Bay","Don McLeish","Maui Nui","false"
"5151","","1","2019-08-28","Maui","Honolua Bay","Mark Deakos","Maui Nui","false"
"5787","","1","2022-12-02","Oahu","Magic Island","Sunshine Scuba","Oahu","false"
"7268","9","6","2021-01-30","Big Island","Keauhou","@konareesa","Big Island","true"
"5557","","1","2020-10-11","Niihau","Niihau","Tara Leoda","Kauai","false"
"5007","","1","2018-01-05","Maui","La Perouse","Jamey Kleinhenz","Maui Nui","false"
"7277","4","1","2021-02-02","Big Island","Keauhou","@konareesa","Big Island","true"
"5022","","0","2018-03-27","Maui","Wailea point","Mark Deakos","Maui Nui","false"
"5023","","0","2018-03-31","Maui","Olowalu","Mark Deakos","Maui Nui","false"
"5024","","0","2018-04-01","Maui","Wailea point","Mark Deakos","Maui Nui","false"
"5541","","1","2020-07-30","Maui","Maluaka","Susan O'Shaughnessy","Maui Nui","false"
"5039","","0","2017-12-31","Maui","Wailea point","Mark Deakos","Maui Nui","false"
"5000","","1","2018-01-06","Maui","Turtle Arches","Mark Deakos","Maui Nui","false"
"5074","","1","2018-06-23","Maui","Honolua Bay","Don McLeish","Maui Nui","false"
"5031","","1","2018-02-13","Maui","","Mark Deakos","Maui Nui","false"
"5055","","0","2018-04-10","Maui","Olowalu","Mark Deakos","Maui Nui","false"
"5174","","1","2020-03-06","Maui","Molokini","Tiffany Morgan","Maui Nui","false"
"5171","","1","2020-02-19","Maui","Makena Landing","Ted Wolfrum","Maui Nui","false"
"5062","","0","2018-05-12","Maui","Wailea point","Mark Deakos","Maui Nui","false"
"5215","","2","2019-02-23","Maui","Wailea point","Mark Deakos","Maui Nui","false"
"5064","","0","2018-05-30","Maui","Olowalu","Mark Deakos","Maui Nui","false"
"5065","","0","2018-06-06","Maui","Olowalu","Mark Deakos","Maui Nui","false"
"5068","","0","2018-06-12","Maui","Olowalu","Mark Deakos","Maui Nui","false"
"5333","","1","2015-07-11","Maui","Honolua Bay","Manta Pacific Catalog","Maui Nui","false"
"5069","","0","2018-06-13","Maui","Olowalu","Mark Deakos","Maui Nui","false"
"5070","","0","2018-06-16","Maui","Wailea point","Mark Deakos","Maui Nui","false"
"5336","","1","2015-08-09","Maui","Honolua Bay","Manta Pacific Catalog","Maui Nui","false"
"5072","","0","2018-06-20","Maui","Olowalu","Mark Deakos","Maui Nui","false"
"5346","","1","2017-05-30","Maui","Honolua Bay","Manta Pacific Catalog","Maui Nui","false"
"5075","","0","2018-06-24","Maui","Honolua Bay","Mark Deakos","Maui Nui","false"
"5076","","0","2018-06-25","Maui","Honolua Bay","Mark Deakos","Maui Nui","false"
"5077","","0","2018-06-27","Maui","Honolua Bay","Mark Deakos","Maui Nui","false"
"5355","","1","2018-03-03","Maui","Makena Reef","Manta Pacific Catalog","Maui Nui","false"
"5265","","1","2006-03-01","Maui","Molokini","Manta Pacific Catalog","Maui Nui","false"
"5080","","0","2018-07-04","Maui","Honolua Bay","Mark Deakos","Maui Nui","false"
"5081","","0","2018-07-04","Maui","Honolua Bay","Mark Deakos","Maui Nui","false"
"5324","","1","2008-10-04","Maui","Molokini","Manta Pacific Catalog","Maui Nui","false"
"5315","","1","2006-03-01","Maui","Ukumehame","Manta Pacific Catalog","Maui Nui","false"
"5378","","1","2018-08-13","Oahu","Haleiwa","Mark Mohler","Oahu","false"
"5374","","1","2016-11-06","Oahu","Lanai Lookout","Mark Mohler","Oahu","false"
"5087","","0","2018-07-06","Maui","Honolua Bay","Mark Deakos","Maui Nui","false"
"5473","","5","2020-08-08","Big Island","Mauna Kea Hotel","Mark Deakos","Big Island","false"
"5474","","1","2020-08-09","Big Island","Keahou Bay","Mark Deakos","Big Island","false"
"5090","","0","2018-07-10","Maui","Honolua Bay","Mark Deakos","Maui Nui","false"
"5091","","0","2018-07-13","Maui","Honolua Bay","Mark Deakos","Maui Nui","false"
"5092","","0","2018-07-13","Maui","Honolua Bay","Mark Deakos","Maui Nui","false"
"5093","","0","2018-07-14","Maui","Honolua Bay","Mark Deakos","Maui Nui","false"
"5094","","0","2018-07-16","Maui","Honolua Bay","Mark Deakos","Maui Nui","false"
"5095","","0","2018-07-18","Maui","Olowalu","Mark Deakos","Maui Nui","false"
"5475","","7","2020-08-09","Big Island","Pu'Ukala Point","Mark Deakos","Big Island","false"
"5097","","0","2018-07-19","Maui","Honolua Bay","Mark Deakos","Maui Nui","false"
"5098","","0","2018-07-26","Maui","Honolua Bay","Mark Deakos","Maui Nui","false"
"5100","","0","2018-07-31","Maui","Honolua Bay","Mark Deakos","Maui Nui","false"
"5102","","0","2018-08-06","Maui","Honolua Bay","Mark Deakos","Maui Nui","false"
"5104","","0","2018-08-11","Maui","Wailea point","Mark Deakos","Maui Nui","false"
"5108","","0","2018-08-15","Maui","Honolua Bay","Mark Deakos","Maui Nui","false"
"5362","","1","2006-12-24","Oahu","Hanauma Bay","","Oahu","false"
"5477","","2","2020-08-10","Big Island","Keahou Bay","Mark Deakos","Big Island","false"
"5479","","1","2020-09-22","Maui","Ulua Point","Tess Patalano","Maui Nui","false"
"5480","","1","2020-09-22","Oahu","Pupukea","Julieene Aulwes","Oahu","false"
"5481","","1","2020-09-11","Oahu","Pupukea","Julieene Aulwes","Oahu","false"
"5482","","1","2020-09-11","Oahu","Pupukea","Julieene Aulwes","Oahu","false"
"5483","","1","2020-08-30","Oahu","Pupukea","Julieene Aulwes","Oahu","false"
"5484","","1","2020-09-23","Oahu","Pupukea","Julieene Aulwes","Oahu","false"
"5485","","2","2020-08-27","Oahu","Pupukea","Julieene Aulwes","Oahu","false"
"5486","","3","2020-08-26","Oahu","Pupukea","Julieene Aulwes","Oahu","false"
"5500","","1","2020-07-21","Oahu","Pupukea","Julieene Aulwes","Oahu","false"
"5546","","3","2020-08-15","Maui","Makena Landing","B & A ","Maui Nui","false"
"5487","","1","2020-08-25","Oahu","Pupukea","Julieene Aulwes","Oahu","false"
"5489","","1","2020-08-23","Oahu","Pupukea","Julieene Aulwes","Oahu","false"
"9560","3","2","2022-11-19","Big Island","Garden Eel Cove","Ron Jourden","Big Island","true"
"5490","","2","2020-08-21","Oahu","Pupukea","Julieene Aulwes","Oahu","false"
"5099","","0","2018-07-29","Maui","Honolua Bay","Mark Deakos","Maui Nui","false"
"5101","","0","2018-08-04","Maui","Honolua Bay","Mark Deakos","Maui Nui","false"
"5491","","1","2018-08-01","Oahu","Pupukea","Julieene Aulwes","Oahu","false"
"5495","","1","2020-06-11","Oahu","Pupukea","Julieene Aulwes","Oahu","false"
"5496","","1","2020-06-20","Oahu","Pupukea","Julieene Aulwes","Oahu","false"
"5497","","2","2020-06-23","Oahu","Pupukea","Julieene Aulwes","Oahu","false"
"5555","","1","2020-11-30","Kauai","Poipu","Tara Leoda","Kauai","false"
"5630","","1","2020-10-01","Maui","Sugar Beach","B & A ","Maui Nui","false"
"5498","","2","2020-07-03","Oahu","Pupukea","Julieene Aulwes","Oahu","false"
"5501","","1","2020-07-04","Oahu","Pupukea","Julieene Aulwes","Oahu","false"
"5502","","1","2020-08-19","Oahu","Pupukea","Julieene Aulwes","Oahu","false"
"5503","","2","2020-08-09","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5504","","1","2020-08-18","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5600","","0","2020-07-11","Oahu","Kaneohe Bay","Ari Halperin","Oahu","false"
"5505","","1","2020-08-10","Oahu","Pupukea","Julieene Aulwes","Oahu","false"
"5507","","1","2020-12-03","Oahu","Hanauma Bay","Julieene Aulwes","Oahu","false"
"5512","","2","2020-08-09","Oahu","Pupukea","Kathleen Rose","Oahu","false"
"5533","","1","2020-09-08","Oahu","Pupukea","Todd Jackson","Oahu","false"
"5539","","1","2020-07-27","Maui","Makena Landing","Ted Wolfrum","Maui Nui","false"
"5540","","1","2020-07-30","Maui","Makena Landing","Ted Wolfrum","Maui Nui","false"
"5526","","1","2020-08-28","Oahu","Waimea Bay","Pat Goding","Oahu","false"
"5537","","1","2010-02-19","Oahu","Lanai Lookout","Blade Shepherd-Jones","Oahu","false"
"5538","","1","2020-12-18","Oahu","Point Panic","Julieene Aulwes","Oahu","false"
"5521","","1","2020-08-21","Oahu","Turtle Canyon","Ariel Harperin","Oahu","false"
"5536","","1","2017-09-16","Oahu","Makua Beach","Blade Shepherd-Jones","Oahu","false"
"5547","","1","2020-08-29","Maui","Makena Landing","Ted Wolfrum","Maui Nui","false"
"5548","","1","2020-10-03","Maui","Makena Landing","Ted Wolfrum","Maui Nui","false"
"5549","","1","2020-10-08","Maui","Wailea point","Bo Blinski","Maui Nui","false"
"5566","","1","2020-08-16","Maui","Honolua Bay","Don McLeish","Maui Nui","false"
"5572","","1","2020-08-17","Maui","Honolua Bay","Don McLeish","Maui Nui","false"
"5573","","1","2020-08-18","Maui","Honolua Bay","Don McLeish","Maui Nui","false"
"5575","","1","2021-04-24","Maui","","Bo Blinski","Maui Nui","false"
"5577","","1","2021-07-27","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5578","","1","2021-08-03","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5579","","1","2021-08-05","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5580","","3","2021-08-04","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5629","","1","2020-10-01","Maui","Ulua Point","Ted Wolfrum","Maui Nui","false"
"5551","","1","2017-05-29","Niihau","Niihau","Julie Gardner","Kauai","false"
"7392","14","10","2021-03-11","Big Island","Garden Eel Cove","Ryan Ta","Big Island","true"
"7745","7","1","2021-12-20","Big Island","Keauhou","Yibo Zeng","Big Island","true"
"7281","9","3","2021-02-12","Big Island","Garden Eel Cove","@konareesa","Big Island","true"
"5582","","3","2021-08-09","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5583","","3","2021-08-10","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5584","","1","2021-08-20","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5585","","1","2021-08-21","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5586","","1","2021-08-22","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5587","","1","2021-08-26","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5588","","1","2021-09-02","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5955","","2","2025-10-25","Hawaii","Two Step","ProofUser","Oahu","false"
"5589","","2","2021-09-04","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5590","","1","2021-09-05","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5592","","1","2021-09-06","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5593","","2","2021-09-16","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5518","","0","2020-08-15","Oahu","Pokai Bay","Ariel Harperin","Oahu","false"
"5594","","2","2021-09-18","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"7354","12","2","2021-02-17","Big Island","Keauhou","JDL Staff","Big Island","true"
"5514","","0","2020-07-23","Oahu","Pokai Bay","Ariel Harperin","Oahu","false"
"5516","","0","2020-07-22","Oahu","Pokai Bay","Ariel Harperin","Oahu","false"
"5595","","1","2021-09-20","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5596","","2","2021-09-16","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5597","","4","2021-09-07","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5601","","2","2017-02-01","Kauai","Alertons Beach","Elijah Aasand","Kauai","false"
"5606","","1","2008-11-26","Maui","Wailea point","Bo Blinski","Maui Nui","false"
"5607","","1","2009-05-09","Maui","Wailea point","Bo Blinski","Maui Nui","false"
"5608","","1","2009-05-26","Maui","Wailea point","Bo Blinski","Maui Nui","false"
"5610","","1","2009-05-31","Maui","Wailea point","Bo Blinski","Maui Nui","false"
"5611","","1","2009-07-02","Maui","Wailea point","Bo Blinski","Maui Nui","false"
"5612","","1","2010-03-10","Maui","Wailea point","Bo Blinski","Maui Nui","false"
"5613","","1","2011-03-14","Maui","Wailea point","Bo Blinski","Maui Nui","false"
"5614","","1","2011-03-25","Maui","Wailea point","Bo Blinski","Maui Nui","false"
"5615","","3","2013-01-24","Maui","Wailea point","Bo Blinski","Maui Nui","false"
"5616","","1","2013-05-09","Maui","Wailea point","Bo Blinski","Maui Nui","false"
"5617","","1","2014-05-13","Maui","Wailea point","Bo Blinski","Maui Nui","false"
"5619","","1","2015-03-09","Maui","Wailea point","Bo Blinski","Maui Nui","false"
"5620","","1","2015-03-22","Maui","Wailea point","Bo Blinski","Maui Nui","false"
"5621","","1","2016-10-13","Maui","Wailea point","Bo Blinski","Maui Nui","false"
"5622","","1","2017-01-05","Maui","Wailea point","Bo Blinski","Maui Nui","false"
"5623","","1","2018-03-10","Maui","Wailea point","Bo Blinski","Maui Nui","false"
"5624","","1","2019-07-29","Lanai","Shipwreck Beach","Jacob Asher","Maui Nui","false"
"5638","","1","2020-11-01","Maui","Kam Beach","B & A ","Maui Nui","false"
"5640","","2","2020-12-06","Maui","Ulua Point"," Bo Blinski","Maui Nui","false"
"5001","","1","2017-12-17","Maui","Wailea Point","Mark Deakos","Maui Nui","false"
"5002","","1","2017-12-24","Maui","Wailea point","Mark Deakos","Maui Nui","false"
"5642","","2","2021-01-06","Maui","","Eden Zang","Maui Nui","false"
"5644","","2","2021-01-17","Oahu","Kaneohe Bay","Lauren Jaramillo","Oahu","false"
"5645","","1","2021-01-29","Maui","Sugar Beach","B & A ","Maui Nui","false"
"5655","","1","2021-06-04","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5657","","1","2021-07-10","Oahu","Pupukea","Erik Hanson","Oahu","false"
"5658","","1","2021-07-14","Oahu","Pupukea","Jon @ Relaxing Tropics","Oahu","false"
"5659","","2","2021-07-17","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5670","","1","2021-09-17","Oahu","Pupukea","Corey Nevels","Oahu","false"
"5635","","3","2020-10-21","Maui","Mana Kai","B & A ","Maui Nui","false"
"5634","","3","2020-10-21","Maui","Palauea","Hannah Pittore","Maui Nui","false"
"5636","","1","2020-10-27","Maui","Palauea","B & A ","Maui Nui","false"
"5649","","2","2021-03-02","Oahu","Electric Beach","Diana Kramer","Oahu","false"
"5656","","1","2021-06-26","Oahu","Electric Beach","Dano Hi","Oahu","false"
"5660","","6","2021-07-19","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5661","","3","2021-07-20","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"7353","9","6","2021-02-17","Big Island","Keauhou","@konareesa","Big Island","true"
"5662","","1","2021-07-21","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5663","","3","2021-07-22","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5664","","4","2021-07-23","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5666","","2","2021-08-06","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5667","","2","2021-08-07","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5671","","1","2021-09-20","Maui","Sugar Beach","Bruce","Maui Nui","false"
"5673","","1","2021-11-20","Maui","Maalaea Harbor","Karolle Wall","Maui Nui","false"
"5003","","1","2017-12-29","Maui","Wailea Point","Mark Deakos","Maui Nui","false"
"5006","","1","2018-01-05","Maui","Wailea Point","Mark Deakos","Maui Nui","false"
"5674","","1","2021-12-15","Maui","Lahaina","Darlene Gomes","Maui Nui","false"
"5668","","2","2021-08-30","Niihau","Niihau","Julie Gardner","Kauai","false"
"5704","","2","2022-07-27","Maui","Olowalu","Mark Deakos","Maui Nui","false"
"5522","","0","2020-04-02","Oahu","Tracks Beach","Pat Goding","Oahu","false"
"5728","","1","2022-06-28","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5694","","1","2022-03-22","Oahu","Ala Wai","Alex Burr","Oahu","false"
"5724","","1","2022-06-02","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5725","","2","2022-06-12","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5726","","1","2022-06-13","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5727","","1","2022-06-24","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5878","","1","2023-10-16","Oahu","Magic Island","Sunshine scuba","Oahu","false"
"5009","","1","2018-01-19","Maui","Wailea point","Mark Deakos","Maui Nui","false"
"5011","","2","2018-01-21","Maui","Wailea point","Mark Deakos","Maui Nui","false"
"5960","3","2","2010-01-02","Big Island","Keauhou","Julie Klaz","Big Island","true"
"5025","","1","2018-04-04","Maui","Olowalu","Mark Deakos","Maui Nui","false"
"5720","","1","2022-05-24","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"7689","7","6","2021-11-10","Big Island","Keauhou","Leslie Charpentier","Big Island","true"
"5008","","1","2018-01-09","Maui","Pali Lookout","Mark Deakos","Maui Nui","false"
"7679","2","1","2021-11-12","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"7360","3","1","2021-02-20","Big Island","Garden Eel Cove","Ryan Ta","Big Island","true"
"5721","","1","2022-05-27","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5736","","1","2022-07-13","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5722","","1","2022-05-28","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5723","","1","2022-06-01","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5738","","2","2022-07-23","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"7701","4","5","2021-11-13","Big Island","Garden Eel Cove","Kevin Hipp","Big Island","true"
"5026","","1","2018-02-11","Maui","Wailea point","Mark Deakos","Maui Nui","false"
"5030","","1","2018-02-12","Maui","Wailea point","Mark Deakos","Maui Nui","false"
"5729","","1","2022-07-02","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5730","","1","2022-07-03","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5731","","1","2022-07-06","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5732","","1","2022-07-08","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5733","","3","2022-07-10","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5734","","1","2022-07-11","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"7047","2","1","2020-11-21","Big Island","Garden Eel Cove","Mike Penninga","Big Island","true"
"5032","","1","2018-02-14","Maui","Wailea Point","Mark Deakos","Maui Nui","false"
"5033","","1","2018-02-17","Maui","Wailea Point","Mark Deakos","Maui Nui","false"
"5034","","1","2018-02-19","Maui","Wailea point","Mark Deakos","Maui Nui","false"
"5735","","2","2022-07-12","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5739","","4","2022-07-24","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5741","","1","2022-07-26","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5742","","1","2022-07-27","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5035","","1","2018-02-20","Maui","Wailea point","Mark Deakos","Maui Nui","false"
"5089","","1","2018-07-09","Maui","Honolua Bay","Mark Deakos","Maui Nui","false"
"5096","","1","2018-08-05","Maui","Wailea point","Mark Deakos","Maui Nui","false"
"5743","","1","2022-08-01","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5745","","1","2022-08-06","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5631","","1","2020-10-02","Maui","Ulua Point","Ted Wolfrum","Maui Nui","false"
"5746","","1","2022-08-09","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5747","","2","2022-08-10","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5748","","1","2022-08-20","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5458","","1","2015-06-26","Big Island","Keahou Bay","Mark Deakos","Big Island","false"
"5317","","1","2006-12-28","Maui","Makena Reef","Manta Pacific Catalog","Maui Nui","false"
"5749","","1","2022-08-27","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"7683","7","6","2021-11-15","Big Island","Garden Eel Cove","JDL Staff","Big Island","true"
"5040","","0","2018-01-02","Maui","Makena Landing","Mark Deakos","Maui Nui","false"
"5750","","3","2022-08-28","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5752","","2","2022-09-02","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5048","","0","2018-03-31","Maui","Makena Landing","Mark Deakos","Maui Nui","false"
"5755","","2","2022-07-25","Oahu","Pupukea","Corey Nevels","Oahu","false"
"5756","","1","2022-08-03","Oahu","Pupukea","Krista Jaspers","Oahu","false"
"5762","","1","2022-09-02","Oahu","Pupukea","GE Keoni","Oahu","false"
"5765","","1","2017-07-18","Oahu","Makaha","Wild Side Specialty Tours","Oahu","false"
"5773","","1","2022-08-30","Oahu","Kea'au Beach Park","Veronica Franklin","Oahu","false"
"5776","","1","2022-11-28","Maui","Ulua Point","Maria Norman","Maui Nui","false"
"5472","","0","2020-08-07","Big Island","Pu'Ukala Point","Mark Deakos","Big Island","false"
"5493","","0","2019-11-12","Oahu","Kaneohe Bay","Julieene Aulwes","Oahu","false"
"5766","","1","2019-11-11","Oahu","Makaha","Wild Side Specialty Tours","Oahu","false"
"5770","","1","2022-04-28","Oahu","Makaha","Wild Side Specialty Tours","Oahu","false"
"5834","","1","2023-01-17","Oahu","Magic Island","Sunshine Scuba","Oahu","false"
"5782","","1","2022-08-07","Oahu","Pupukea","Robert Swisher","Oahu","false"
"5785","","1","2022-11-25","Oahu","Magic Island","Sunshine Scuba","Oahu","false"
"5784","","1","2022-12-05","Oahu","Electric Beach","Relaxing Tropics","Oahu","false"
"5801","","1","2022-12-14","Oahu","Electric Beach","Kim Charters","Oahu","false"
"5808","","1","2023-01-06","Oahu","Electric Beach","Maria & Isa (@oceangalz)","Oahu","false"
"5807","","1","2023-01-07","Oahu","Electric Beach","Alan Doerter","Oahu","false"
"5804","","1","2023-01-17","Oahu","Electric Beach","Relaxing Tropics","Oahu","false"
"7731","18","20","2021-12-26","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"5843","","1","2023-06-15","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"7734","9","16","2021-12-27","Big Island","Garden Eel Cove","Keller Laros","Big Island","true"
"5820","","1","2023-04-07","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5821","","1","2023-05-06","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5814","","1","2023-01-07","Oahu","Electric Beach","Rachel Winn","Oahu","false"
"5810","","1","2023-01-13","Oahu","Electric Beach","Alan Doerter","Oahu","false"
"5815","","1","2023-02-11","Oahu","Electric Beach","Alan Doerter","Oahu","false"
"5822","","2","2023-05-07","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"8849","1","0","2017-10-09","Big Island","Keauhou","Alexandra Shlitter","Big Island","true"
"5633","","1","2020-10-17","Maui","Makena Landing","Tess Patalano","Maui Nui","false"
"5823","","1","2023-05-09","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5824","","3","2023-05-10","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5825","","1","2023-05-22","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"9567","1","0","2022-11-19","Big Island","Garden Eel Cove","Thomas Donohue","Big Island","true"
"5605","","1","2020-08-05","Kauai","Koloa Landing","Jordan Rosek","Kauai","false"
"5827","","1","2023-05-24","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5837","","1","2023-03-26","Oahu","Ala Wai","James (@colmidnight)","Oahu","false"
"5841","","3","2023-05-16","Oahu","Ala Wai","Kennedy Logan","Oahu","false"
"5877","","1","2023-10-27","Oahu","","Stephen Avant","Oahu","false"
"5626","","1","2020-01-26","Kauai","","Elijah Aasand","Kauai","false"
"5848","","1","2023-07-05","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5868","","1","2023-08-28","Oahu","Magic Island","Alex Burr","Oahu","false"
"5864","","1","2023-07-20","Oahu","Electric Beach","Yuki","Oahu","false"
"5866","","2","2023-08-30","Oahu","Electric Beach","Jacob Straube","Oahu","false"
"5856","","1","2023-06-25","Oahu","Pupukea","Robert Swisher","Oahu","false"
"5857","","1","2023-07-04","Oahu","Pupukea","Sean Vogelsang","Oahu","false"
"7095","6","4","2020-11-30","Big Island","Keauhou","Ryan Ta","Big Island","true"
"5854","","1","2023-07-20","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5880","","1","2023-11-04","Oahu","Halona Beach Cove","Gary Liebmann","Oahu","false"
"5886","","1","2023-07-27","Oahu","Electric Beach","Relaxing Tropics","Oahu","false"
"5887","","1","2023-07-30","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5029","","3","2018-01-29","Maui","","Mark Deakos","Maui Nui","false"
"5888","","1","2023-08-01","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5892","","1","2023-08-12","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"7668","15","0","2021-11-04","Big Island","Garden Eel Cove","Ryan Ta","Big Island","true"
"5894","","1","2023-08-27","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5906","","1","2024-01-23","Oahu","Rabbit Island Makapu","Relaxing Tropics","Oahu","false"
"5914","","3","2024-05-02","Maui","Olowalu","Mark Deakos","Maui Nui","false"
"5915","","1","2023-11-02","Maui","Keawakapu","Maria Norman","Maui Nui","false"
"5907","","1","2024-01-17","Oahu","Horeshoe Reef Waikiki","Alex Burr","Oahu","false"
"5912","","1","2024-02-17","Oahu","Point Panic","Randy Gillespie","Oahu","false"
"5554","","1","2021-01-09","Kauai","Stone House","","Kauai","false"
"5556","","1","2021-01-09","Kauai","Poipu","Tara Leoda","Kauai","false"
"5920","","1","2024-06-18","Oahu","Pupukea","Relaxing Tropics","Oahu","false"
"5412","","1","2020-01-26","Kauai","Ahukini","Caleb Morrison","Kauai","false"
"5937","","1","2024-07-11","Oahu","Hale'iwa","Jason Wrisley","Oahu","false"
"5936","","1","2024-07-01","Oahu","Angler's Reef","Quincy Leech","Oahu","false"
